Country,Year,Owner,Species,Variety,Color,Production_Bag,KG_x_Bag,Total_Production,Score_Aroma,Score_Flavor,Score_Aftertaste,Score_Acidity,Score_Body,Score_Balance,Score_Uniformity,Score_Sweetness,Score_Moisture,Score_Total
United States,2010,kona pacific farmers cooperative,Arabica,,Unknown,25,45.3592,1133.98,8.25,8.42,8.08,7.75,7.67,7.83,10.0,10.0,0.0,86.25
Brazil,2010,jacques pereira carneiro,Arabica,Yellow Bourbon,Unknown,300,60.0,18000.0,8.17,7.92,7.92,7.75,8.33,8.0,10.0,10.0,0.08,86.17
Brazil,2010,jacques pereira carneiro,Arabica,Yellow Bourbon,Unknown,300,60.0,18000.0,8.42,7.92,8.0,7.75,7.92,8.0,10.0,10.0,0.01,86.17
Ethiopia,2010,ethiopia commodity exchange,Arabica,,Unknown,360,6.0,2160.0,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,0.0,85.08
Ethiopia,2010,ethiopia commodity exchange,Arabica,,Unknown,300,6.0,1800.0,7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,0.1,83.83
United States,2010,kona pacific farmers cooperative,Arabica,,Unknown,12,60.0,720.0,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,0.01,83.42
Indonesia,2010,specialty coffee association of indonesia,Arabica,,Unknown,10,60.0,600.0,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,0.0,83.08
Ethiopia,2010,ethiopia commodity exchange,Arabica,,Unknown,360,6.0,2160.0,7.25,7.25,7.25,7.33,7.5,8.0,9.33,10.0,0.1,80.33
Ethiopia,2010,ethiopia commodity exchange,Arabica,,Unknown,300,6.0,1800.0,7.42,7.42,7.5,7.92,7.75,7.58,8.67,8.67,0.05,80.0
Haiti,2010,myriam kaplan-pasternak,Arabica,,Unknown,85,58.96696,5012.1916,6.92,6.75,7.08,7.17,7.33,6.67,10.0,8.67,0.08,72.33
Brazil,2011,nucoffee,Arabica,Bourbon,Green,3,60.0,180.0,8.5,8.5,8.0,8.0,8.0,8.0,10.0,10.0,0.12,86.92
Brazil,2011,nucoffee,Arabica,Bourbon,Green,29,60.0,1740.0,8.5,8.17,8.0,7.75,8.0,8.0,10.0,10.0,0.12,86.42
Brazil,2011,nucoffee,Arabica,Bourbon,Blue-Green,7,60.0,420.0,8.33,8.0,8.0,8.0,7.75,8.0,10.0,10.0,0.11,86.08
Brazil,2011,nucoffee,Arabica,Bourbon,Blue-Green,5,60.0,300.0,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,0.11,85.42
Brazil,2011,nucoffee,Arabica,Bourbon,Green,4,60.0,240.0,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,0.11,84.92
Brazil,2011,nucoffee,Arabica,Catuai,Green,10,60.0,600.0,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,0.12,84.92
Brazil,2011,nucoffee,Arabica,Bourbon,Green,37,60.0,2220.0,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,0.12,84.58
Brazil,2011,nucoffee,Arabica,Catuai,Blue-Green,35,60.0,2100.0,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,0.11,84.58
Brazil,2011,nucoffee,Arabica,Yellow Bourbon,Unknown,75,60.0,4500.0,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,0.0,84.33
Brazil,2011,nucoffee,Arabica,,Unknown,80,60.0,4800.0,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,0.02,84.33
Thailand,2011,doi tung development project,Arabica,,Unknown,1,60.0,60.0,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,0.06,84.0
Thailand,2011,doi chaang coffee company,Arabica,,Unknown,175,50.0,8750.0,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,0.02,83.83
Thailand,2011,doi tung development project,Arabica,,Unknown,1,60.0,60.0,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,0.01,83.83
Brazil,2011,nucoffee,Arabica,Mundo Novo,Blue-Green,25,60.0,1500.0,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,0.12,83.17
Brazil,2011,nucoffee,Arabica,,Unknown,90,60.0,5400.0,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,0.02,83.17
Colombia,2011,racafe & cia s.c.a,Arabica,Caturra,Bluish-Green,121,1.0,121.0,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,0.12,83.0
Thailand,2011,doi tung development project,Arabica,,Unknown,1,60.0,60.0,7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,0.28,83.0
Brazil,2011,nucoffee,Arabica,Mundo Novo,Unknown,42,60.0,2520.0,7.58,7.5,7.33,7.75,7.5,7.5,10.0,10.0,0.0,82.58
Colombia,2011,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,0.0,82.42
Brazil,2011,nucoffee,Arabica,Mundo Novo,Unknown,58,60.0,3480.0,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,0.02,81.83
Colombia,2011,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,0.0,81.75
Thailand,2011,doi chaang coffee company,Arabica,,Unknown,12,50.0,600.0,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,0.01,81.58
Thailand,2011,doi tung development project,Arabica,,Unknown,1,60.0,60.0,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,0.2,81.58
Colombia,2011,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,0.11,81.42
United States,2011,kona pacific farmers cooperative,Arabica,Arusha,Bluish-Green,3,0.907184,2.721552,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,0.13,80.75
Indonesia,2011,william ho,Arabica,Other,,15,2.0,30.0,7.33,7.0,6.5,6.08,7.58,6.33,9.33,9.33,0.12,76.17
Peru,2012,hugo valdivia,Arabica,Other,Bluish-Green,100,69.0,6900.0,8.42,8.5,8.33,8.5,8.25,8.25,10.0,10.0,0.11,88.75
Mexico,2012,roberto licona franco,Arabica,Other,Green,14,1.0,14.0,8.17,8.25,8.17,8.0,7.83,8.17,10.0,10.0,0.13,87.17
"Tanzania, United Republic Of",2012,specialty coffee-korea,Arabica,,Bluish-Green,100,60.0,6000.0,8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,0.11,86.5
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Unknown,10,45.3592,453.592,8.08,8.17,8.0,7.92,7.92,7.83,10.0,10.0,0.0,86.25
Thailand,2012,itdp international,Arabica,Caturra,Green,53,1.0,53.0,7.83,8.33,7.83,8.25,7.58,7.92,10.0,10.0,0.1,86.17
Uganda,2012,afca,Arabica,Other,Blue-Green,1,60.0,60.0,8.25,8.0,7.83,8.08,8.0,7.92,10.0,10.0,0.1,86.0
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,150,1.0,150.0,7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,0.12,85.83
Guatemala,2012,juan luis alvarado romero,Arabica,Catuai,Bluish-Green,275,1.0,275.0,8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,0.1,85.83
Papua New Guinea,2012,"colbran coffeelands, ltd.",Arabica,,Bluish-Green,7,60.0,420.0,8.33,8.42,7.83,8.33,8.0,8.25,9.33,10.0,0.12,85.75
El Salvador,2012,lusso lab,Arabica,Bourbon,,19,1.0,19.0,7.83,8.0,8.0,7.75,7.92,8.17,10.0,10.0,0.11,85.58
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Unknown,8,45.3592,362.8736,7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,0.0,85.58
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Unknown,8,45.3592,362.8736,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,0.0,85.42
Kenya,2012,rashid moledina & co. (msa) ltd.,Arabica,SL34,Green,20,60.0,1200.0,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,0.0,85.33
Kenya,2012,ibero kenya limited,Arabica,SL34,Green,300,60.0,18000.0,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,0.0,85.33
Indonesia,2012,"nomura trading co., ltd.",Arabica,Sumatra Lintong,Green,54,60.0,3240.0,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,0.11,85.17
Guatemala,2012,the coffee source inc.,Arabica,Caturra,Unknown,250,1.0,250.0,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,0.0,85.17
Colombia,2012,carcafe ltda ci,Arabica,Caturra,Green,250,70.0,17500.0,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,0.11,85.08
Kenya,2012,rashid moledina & co. (msa) ltd.,Arabica,SL34,Green,38,60.0,2280.0,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,0.0,85.0
Brazil,2012,nucoffee,Arabica,Mundo Novo,Green,31,60.0,1860.0,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,0.12,85.0
Colombia,2012,racafe & cia s.c.a,Arabica,Caturra,Green,50,70.0,3500.0,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,0.11,84.92
Mexico,2012,artemio zapata tejeda,Arabica,Typica,Unknown,25,1.0,25.0,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,0.11,84.92
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Unknown,14,45.3592,635.0288,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,0.0,84.83
Costa Rica,2012,rob tuttle,Arabica,,Green,1,2.0,2.0,8.08,7.83,7.75,7.83,7.92,8.0,10.0,9.33,0.0,84.67
Kenya,2012,dream together,Arabica,SL28,Bluish-Green,235,60.0,14100.0,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,0.11,84.67
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,0.11,84.67
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,125,1.0,125.0,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,0.12,84.67
Mexico,2012,organizaciones de productores de cafe colimense,Arabica,Typica,Unknown,80,1.0,80.0,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,0.13,84.67
Uganda,2012,afca,Arabica,Other,Blue-Green,320,60.0,19200.0,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,0.11,84.67
Colombia,2012,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,0.0,84.58
Costa Rica,2012,lusso lab,Arabica,Bourbon,Bluish-Green,1,1.0,1.0,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,0.12,84.58
Colombia,2012,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,0.11,84.58
Kenya,2012,dream together,Arabica,SL28,Blue-Green,235,60.0,14100.0,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,0.11,84.5
Mexico,2012,maria imelda uscanga martinez,Arabica,Typica,Green,56,1.0,56.0,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,0.12,84.5
Mexico,2012,alfredo bojalil,Arabica,Typica,Unknown,250,1.0,250.0,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,0.11,84.5
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,0.11,84.5
Taiwan,2012,kao ming lee,Arabica,Typica,Blue-Green,2,2.0,4.0,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,0.11,84.42
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Blue-Green,5,45.3592,226.796,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,0.11,84.42
Mexico,2012,maria amalia guadalupe toriello elorza,Arabica,Pacamara,Unknown,69,1.0,69.0,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,0.12,84.42
Mexico,2012,victor hugo melchor cordova,Arabica,Typica,Blue-Green,100,80.0,8000.0,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,0.12,84.33
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Bluish-Green,7,45.3592,317.5144,7.33,7.92,7.92,7.92,7.92,8.08,10.0,9.33,0.11,84.25
Mexico,2012,manuel herrera juarez,Arabica,Bourbon,Green,20,1.0,20.0,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,0.12,84.25
Mexico,2012,alfredo bojalil,Arabica,Bourbon,Bluish-Green,250,1.0,250.0,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,0.1,84.25
Uganda,2012,afca,Arabica,Other,Green,1,60.0,60.0,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,0.13,84.25
Colombia,2012,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,0.0,84.17
Guatemala,2012,juan luis alvarado romero,Arabica,Catuai,Bluish-Green,275,1.0,275.0,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,0.11,84.17
Uganda,2012,afca,Arabica,Other,Green,320,60.0,19200.0,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,0.11,84.17
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Green,14,45.3592,635.0288,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,0.11,84.08
Mexico,2012,andres martinez leon,Arabica,Typica,Green,300,1.0,300.0,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,0.11,84.08
Ethiopia,2012,steven kil,Arabica,Other,Unknown,100,60.0,6000.0,7.92,7.92,7.83,8.0,7.92,7.92,10.0,8.67,0.09,84.08
Kenya,2012,ibero kenya limited,Arabica,SL34,Green,300,60.0,18000.0,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,0.0,84.0
Thailand,2012,doi tung development project,Arabica,Other,Green,2,1.0,2.0,7.92,8.17,8.17,8.42,8.08,8.17,8.67,9.33,0.12,84.0
Kenya,2012,taylor winch (coffee) ltd.,Arabica,SL28,Bluish-Green,150,60.0,9000.0,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,0.0,84.0
Uganda,2012,afca,Arabica,Other,Green,320,60.0,19200.0,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,0.1,84.0
Mexico,2012,oscar ortega carballo,Arabica,Typica,Blue-Green,48,1.0,48.0,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,0.12,83.92
Mexico,2012,alfredo bojalil,Arabica,Typica,Unknown,250,1.0,250.0,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,0.11,83.92
Mexico,2012,organizaciones de productores de cafe colimense,Arabica,Typica,Green,20,1.0,20.0,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,0.0,83.92
Mexico,2012,filemon mendoza campos,Arabica,Bourbon,Green,20,1.0,20.0,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,0.1,83.83
Mexico,2012,alfredo bojalil,Arabica,Pacas,Unknown,250,1.0,250.0,7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,0.11,83.83
Mexico,2012,saul m. hernandez ramirez,Arabica,Caturra,,10,1.0,10.0,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,0.13,83.75
Guatemala,2012,the coffee source inc.,Arabica,Caturra,Bluish-Green,250,1.360776,340.194,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,0.11,83.75
Colombia,2012,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,0.11,83.67
Guatemala,2012,the coffee source inc.,Arabica,Caturra,Green,250,1.0,250.0,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,0.11,83.67
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,0.11,83.67
Mexico,2012,juan luis ortega carballo,Arabica,Typica,Green,48,1.0,48.0,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,0.12,83.67
Indonesia,2012,ekai international company ltd.,Arabica,Typica,Green,10,60.0,600.0,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,0.12,83.67
Guatemala,2012,juan luis alvarado romero,Arabica,Caturra,Green,250,69.0,17250.0,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,0.1,83.67
Colombia,2012,racafe & cia s.c.a,Arabica,Caturra,Green,275,70.0,19250.0,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,0.11,83.58
Mexico,2012,alfredo bojalil,Arabica,Typica,Unknown,250,1.0,250.0,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,0.12,83.58
Colombia,2012,carcafe ltda ci,Arabica,Caturra,Green,250,70.0,17500.0,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,0.11,83.58
Brazil,2012,nucoffee,Arabica,Catuai,Blue-Green,33,60.0,1980.0,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,0.12,83.58
Mexico,2012,manuel herrera juarez,Arabica,Bourbon,Green,10,1.0,10.0,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,0.13,83.5
Mexico,2012,gabriel bernardo rivas ross,Arabica,Pacamara,Green,15,1.0,15.0,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,0.12,83.5
Guatemala,2012,juan luis alvarado romero,Arabica,Caturra,Green,275,69.0,18975.0,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,0.1,83.5
Colombia,2012,racafe & cia s.c.a,Arabica,Caturra,Green,175,70.0,12250.0,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,0.11,83.5
Guatemala,2012,felipe isaza,Arabica,Bourbon,Green,250,2.0,500.0,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,0.0,83.5
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Green,13,45.3592,589.6696000000001,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,0.0,83.42
Colombia,2012,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,0.11,83.42
Haiti,2012,itiah coffee llc,Arabica,Typica,Green,2,1.814368,3.628736,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,0.11,83.33
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Bluish-Green,7,45.3592,317.5144,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,0.1,83.33
Burundi,2012,steven kil,Arabica,Bourbon,Unknown,220,60.0,13200.0,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,0.0,83.33
Colombia,2012,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,0.0,83.33
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Bluish-Green,11,45.3592,498.95120000000003,7.58,7.75,7.83,8.0,8.08,7.67,9.33,9.33,0.11,83.25
Mexico,2012,ernesto rodriguez luna,Arabica,Mundo Novo,Green,10,1.0,10.0,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,0.13,83.25
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,0.11,83.25
Brazil,2012,nucoffee,Arabica,Yellow Bourbon,Blue-Green,30,60.0,1800.0,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,0.11,83.25
Colombia,2012,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,0.12,83.25
Colombia,2012,racafe & cia s.c.a,Arabica,Caturra,Green,175,70.0,12250.0,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,0.11,83.25
Mexico,2012,saul m. hernandez ramirez,Arabica,Typica,,10,1.0,10.0,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,0.12,83.17
Mexico,2012,saul m. hernandez ramirez,Arabica,Pacamara,,10,1.0,10.0,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,0.14,83.17
Colombia,2012,racafe & cia s.c.a,Arabica,Caturra,Green,275,70.0,19250.0,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,0.11,83.17
Mexico,2012,fernando mendoza aparicio,Arabica,Typica,Green,15,1.0,15.0,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,0.13,83.17
Colombia,2012,exportadora de cafe condor s.a,Arabica,Caturra,Blue-Green,250,70.0,17500.0,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,0.11,83.17
Mexico,2012,alfredo bojalil,Arabica,Typica,Unknown,250,1.0,250.0,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,0.11,83.17
Brazil,2012,nucoffee,Arabica,Mundo Novo,Green,50,60.0,3000.0,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,0.12,83.17
Brazil,2012,nucoffee,Arabica,Mundo Novo,Green,100,60.0,6000.0,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,0.11,83.17
Guatemala,2012,felipe isaza,Arabica,Bourbon,Green,250,2.0,500.0,7.75,7.5,7.67,7.5,7.92,8.0,10.0,9.33,0.0,83.17
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Bluish-Green,6,45.3592,272.15520000000004,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,0.1,83.08
Mexico,2012,maria luisa del carmen rojas narvaez,Arabica,Other,Unknown,10,1.0,10.0,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,0.1,83.08
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Unknown,7,45.3592,317.5144,7.67,7.58,7.5,7.67,7.92,8.0,9.33,10.0,0.0,83.08
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Green,6,45.3592,272.15520000000004,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,0.12,83.08
Colombia,2012,racafe & cia s.c.a,Arabica,Caturra,Green,275,70.0,19250.0,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,0.11,83.0
Mexico,2012,rosa aurora falcon fernandez,Arabica,Typica,Green,15,1.0,15.0,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,0.11,83.0
Mexico,2012,santiago solis ayerdi,Arabica,Typica,Green,20,1.0,20.0,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,0.11,83.0
Mexico,2012,alfredo bojalil,Arabica,Bourbon,Green,250,1.0,250.0,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,0.11,83.0
Colombia,2012,exportadora de cafe condor s.a,Arabica,Arusha,Unknown,250,70.0,17500.0,7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,0.0,83.0
Colombia,2012,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,0.0,83.0
Colombia,2012,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,0.11,83.0
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,275,1.0,275.0,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,0.1,83.0
Guatemala,2012,rob tuttle,Arabica,,Green,1,2.0,2.0,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,0.1,82.92
Mexico,2012,maria guadalupe gomez anzo,Arabica,Typica,Green,15,1.0,15.0,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,0.1,82.92
Vietnam,2012,royal base corporation,Arabica,Other,,1,2.0,2.0,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,0.0,82.92
Mexico,2012,veronica lopez castillejos,Arabica,Typica,Green,100,1.0,100.0,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,0.14,82.92
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Green,8,45.3592,362.8736,7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,0.1,82.92
"Tanzania, United Republic Of",2012,edwin agasso,Arabica,Arusha,Green,300,2.0,600.0,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,0.11,82.83
Mexico,2012,armando luis pohlenz martinez,Arabica,Caturra,Green,250,1.0,250.0,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,0.12,82.83
Mexico,2012,alfredo bojalil,Arabica,Bourbon,Blue-Green,250,1.0,250.0,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,0.12,82.83
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,0.11,82.83
Mexico,2012,alfredo bojalil,Arabica,Typica,Unknown,250,1.0,250.0,7.58,7.58,7.5,7.42,7.67,7.58,10.0,10.0,0.11,82.83
Mexico,2012,sergio de la vequia bernardi,Arabica,Typica,Unknown,250,1.0,250.0,7.58,7.58,7.33,7.75,7.25,7.58,10.0,10.0,0.12,82.75
Mexico,2012,romulo bello flores,Arabica,Typica,Unknown,21,1.0,21.0,8.08,8.17,8.0,8.0,7.83,7.92,6.67,10.0,0.12,82.75
Colombia,2012,,Arabica,Caturra,Blue-Green,250,70.0,17500.0,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,0.0,82.75
Colombia,2012,racafe & cia s.c.a,Arabica,Caturra,Green,100,70.0,7000.0,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,0.11,82.75
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Green,6,45.3592,272.15520000000004,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10.0,0.12,82.75
Panama,2012,rachel peterson,Arabica,Catuai,Green,300,2.0,600.0,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,0.0,82.75
Colombia,2012,exportadora de cafe condor s.a,Arabica,Caturra,Bluish-Green,250,70.0,17500.0,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,0.11,82.67
El Salvador,2012,adam kline,Arabica,Other,,288,1.0,288.0,7.92,8.0,7.5,6.75,7.92,7.58,10.0,9.33,0.0,82.67
Guatemala,2012,juan luis alvarado romero,Arabica,Caturra,Green,275,69.0,18975.0,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,0.11,82.67
Thailand,2012,doi tung development project,Arabica,Other,Bluish-Green,2,1.0,2.0,7.83,7.33,7.83,7.33,7.58,7.83,10.0,9.33,0.12,82.67
Mexico,2012,montegrande,Arabica,Other,Unknown,36,1.0,36.0,7.58,7.58,7.42,7.58,7.42,7.5,10.0,10.0,0.11,82.67
Mexico,2012,grupo cafetalero los brujos spr de rl,Arabica,Typica,Unknown,23,1.0,23.0,7.5,7.58,7.58,7.58,7.42,7.42,10.0,10.0,0.12,82.67
